id,username,tweet
1933044659,imsoapee,Family bathroom at the theater has a toilet and a minitoilet. �ber cuteness. &amp; matching sink with minisink.  http://twitpic.com/61g7t
1933044745,Bobweb2,Half term - software upgrade for home PCs with early morning coffee - what could be nicer?  #fb
1933044790,texasrebelaggie,is at his parents' ranch for a few days! *yawn* &quot;Good night! Pictures to come!&quot;  @ The Ranch http://loopt.us/8lsE2A.t
1933044851,LeapingBear,"@JamieMcCall yep DEc 10th, your good "
1933044886,mizzjackson87,SLeEpY anD tiPpeD aLreaDy. . .sCrEw ThA kLub sMh. NiTe n wiT thA diZnEY cHaNneL 
1933044939,jahaii,@selenagomez i just listened to &quot;Whoa Oh&quot; 200 times just this day. I love it! 
1933044945,TePuru,"Circuit Training 9am Tuesdays &amp; Thursdays, come and have a go! ... we dare ya "
1933044958,yo_yna,"@mizzissh yaay!  ikaw din. hahaha. ) he's so cute. btw, advance happy bday! "
1933044969,heykim,@lisisilveira  indeed i will ! thank you 
1933045053,Juleshoshi,Excellence through passion 
1933045067,akpolegirl,@AKGirlNextDoor had a GREAT time tonight at the challenge intro tonight. It was wonderful meeting you and everyone else! 
1933045092,libgirl,@summertea I saw that it just went up!! Congratulations  !!!
1933045252,ezduhsit,@ingabee yeah......im talking about aesthetic qualities. 
1933045299,xneqrita,G`niteeeee myTwiggas  talkTOyall.inTHA.a.m !
1933045349,tishtish4,Mmmmmm tea and home baked biscuits. The two together are medicine for the soul 
1933045377,SirCrumpet,@iCharlotte thanks - and thankyou for a great High Tea 
1933045542,coffeebased,@maeglinhiei WHY NOT? XD and spill on who each of these OCs are? 
1933045543,Candice_Jo,@wikiworf LOL i never followed him anyway... just wondering that's all!  
1933045560,gigatron,An other day an other 96 dollars 
1933045576,ammneh,@michaelSurtees 
1933045767,RockChoy,@kelly_whitton  I wish I was a handy man. All my home projects generally end up as a huge fail.
1933045780,flyawayyylove,Whee i found my specs!!!!!! 
1933045857,BonesFan021,@bonesinoz  Yup. I took my mom an Ipod and she's watching Bones.
1933045917,vendettablack,-dance- why do we fall? So we can pick ourselves back up!  the taste of your lips is so divine&lt;3 goodnight twitter world
1933045948,RA3KiiD,@Jeasyweezybaby Go to it.. It works!!  Bcuz I doubt I know what you meant with the limewire situation... It slowed my computer down!!
1933046057,ohhsnapitsdC,"It's nice to catch up, I had a 3hr conversation w/ Alys &amp; old-school 3-way called Stacey too.  [possible BBS reunion here in Vegas]."
1933046067,gregor_rohrig,Love following 'trends' on twitteriffic - find this to be a very interesting maybe even useful feature 
1933046110,Christiegarcia,@lonniehodge Sounds Interesting!! Hope you have a great time! 
1933046124,janna_047,@jeffarchuleta *whew* thank god it's true.stupid hackers! 
1933046158,flyinfoxymama,@rapping_fa t'was fun hangin'...hope you made it where you wanted to be tonite 
1933046166,itsabeta,"@bad_decisions Well, I was going to try making these http://bit.ly/18ox6K in the next couple weeks?  I'll bring some?"
1933046220,ashleyspassion,#3stalkerwords I'LL BE WAITING 
1933046261,kariboberrie,@dancinxpiggie it WAS a good game.. but i was rooting for lebron to make another 3pt-er to win  mehehehe
1933046293,millette,"After expecting sleep in bed for &gt; 90 minutes, better get up and do something useful. #multimedia in !laconica is going to be sweet "
1933046353,mysexonastick,17 bruises  + once coming up from the stupid lollie frogs good weapons though
1933046421,ThankYouProject,@Lotay me too! have a great recipe with raw garlic for a salad dressing if you ever need one. 
1933046452,ShylaNC,http://twitpic.com/61g8a - My front yard. Panoramic shot. Love my camera for this! 
1933046500,kboudit,"@bethie138 No, no. I don't cry, I just break things, or people, until I get my way. "
1933046626,Calverta,Last quote today   Just because you're naked doesn't mean you're sexy. Just because you're cynical doesn't mean you're cool � Tom Robbins
1933046637,robgt2,@Dad2_0 kettle's on! 
1933046643,franceshoey,"I think I might go back to sleep. After a few smokes, yeah, I think I will. Haha. To sleep or not to sleep? "
1933046650,Hailsluxury,@djdnice Oh you on some &quot;you need to be 35 and better&quot; to know this music?! Go 'head playa! I'm listening! 
1933046689,leyla_ivie96,nitey nite peeps. : P  hee hee. goin to bed as soon as my shows over. nite. c ya in the mornin. &lt;3              -leyla
1933046708,Ilariat93,@mileycyrus nice and funny movie!!! 
1933046939,ZacharyChan,"@skyjuices Yepyep.  To I think 6 stations. Marymount, Bartley, Lorong Chuan, and a few more. Ha. From Bartley can take 28 to church! =DD"
1933046961,johanna242,"Still working, no sleep is what takes you to the top! "
1933047101,Lufti,"@ruthwijaya - Where is you home, exactly? "
1933047192,sofiabrantsjo,going to New York in 24 hrs. 
1933047263,olaforsstrom,@rashmi Sounds like got a visit by Murphy today. (Murphy's law) Hope he has left again! 
1933047382,nscafe,@C_DIG Very busy night.  And that's without other international news.  I still blame the moon. 
1933047433,tiffanerae,"why am i so tired today... whatever, i'll just blame it on my low iron "
1933047494,woahitssarah,"oh fuck, i cant even look at any photos of any guys, thanks @michelelikewoah &amp; @stefimarie i hate you guys. "
1933047607,HomelessRoger,Preparing to go home for Meghan's Graduation!  
1933047608,ILY_sioux,@Kstew17 Is this the real you?? Theres quite a few Kristen Stewarts that say; im the real me ?? Lol 
1933047640,EmilyxRose92,@mileycyrus haha i love that movie! 
1933047667,fox_tv,"Yay, thunder and lightning!  Though I guess I'd better get off the computer. ;)"
1933047752,Amador323,@oiram16 that i shall sir 
1933047850,omgvickyy,@nicolerichie http://twitpic.com/61g3n - i love your hair  Cute pic!
1933047897,jahrends,@dhlawrencexvii haahah We were watching CSI (way behind) saw you in the car wash scene... thought Hey I wonder if he responded... 
1933047914,LanALy,"Trueblood tonight. My favourite. All these morbid vampire bloody murderous, insane plots. My kinda messed up thing "
1933047939,ItsaKirani,I burped  don't feel like going to bed just yet... hmm
1933047988,samclark1,No more Swinburne classes for 9 months 
1933048103,jomanlk,#3stalkerwords I love you. --- I think this should rate pretty high 
1933048117,LadyLeeT,3 gentlemen in the car next to me. shall I ask them for their twitter handles?  much easier than #s no? 
1933048139,weikaolun,@lashieldmaiden I cried at Star Trek the first time.  I'm glad terminator was good for you. 
1933048144,hillarygray,Really looking forward to vacation!!!!! 16 days!! 
1933048167,dookaz,@belindaang the swine has visited all major cities by now ..i guess 
1933048171,Vashanka,"@sorchamorrigan Hey Socha, its me not sleeping either "
1933048273,maya_gf,"@dougiemcfly Looking forward to see you on saturday, dougie  Hope you're enjoying brazil!"
1933048336,FreeBMW,#unfollowdiddy is takin over!...lol 
1933048388,heroesnphotoes,haven't been blipping this few days and is thinking of doing so today. 
1933048427,VjopaV,"@renneang.... hahaha... no, make sure dentist is cute. LOL "
1933048449,babeemargie,so ive decided to read the twilight saga all over again 
1933048560,A_RAVEN,@ladyltattoos aww man i quit u got me! but 4real hit me up l8r if u wanna come thru i'll put u on my list 
1933048572,misssmiaa,@arbeeezy hah its YOU!!!!!!!!! i knew itt!!! 
1933048590,kegill,@michaelrice That's a milestone! Congrats. 
1933057856,KNicholeMusic,#unfollowdiddy FOLLOW ME!!!!!!!!!!!!!!!!!!!1!!! 
1933057930,jbloomfield,"@thsutton I have a very good Macbook Pro  Only 3 years old, yours for $1200 "
1933057934,MusicAddictD,Welcome 
1933057944,atomicbomb,Interview went fantastically. Pretty sure i've got the job. find out for certain tomorrow 
1933058000,Jilybeanrb,@heathermholman I know me too!!! Gosh he deserves this so much  I cant wait to see them together :]]]
1933058043,Jonas_Dorkk17,my day- hmm could have been better. lets hope tomorrows better  peace :]
1933058121,EmilyxRose92,Happy 1st Birthday my beautiful sister Nevaeh 
1933058141,austincarlile,@joeyismusic i just did guest vocals with Mike Green at his studio man! 
1933058150,kerikusznir,@rohansingh I wondered when.who.how that came about - I added it as a reminder so I could try to track it down 
1933058167,brendini820,Waiting outside of Megans dorm room 
1933058188,NKOTBFlamesFan,"@jordanknight I went to the November 19, 2008 show in Calgary! I loved it - too bad I could afford 5* VIP. Best concert EVER! "
1933058206,xXsinger44Xx,"Maybe it's not my weekend, but it's gonna be my year! Can't wait to go to Warped Tour on August 4th! So glad ATL is gonna be there!!!! "
1933058215,therealmigo,And I didn't see @Natheroine  and I gave the plus ticket to a girl that looked like a really fan  I loved Wolverine and I don't care 
1933058324,esmeg,"@ImaPacifist I think you guys have too much time on your hands! I watched the Buju &amp; friend one, that was cute "
1933058350,MsMyammee,b back fam!! Playing Spades!! 
1933058373,RAWRkatelyn,i love you more than anythingg 
1933058524,LoriMoreno,@afirmin Please meet the &quot;Poet of Twitter&quot; xox  Lori 
1933058542,winantya,just wondering abt crazy idea... but it's totally possible 
1933058629,DonnieQuest,"well thank you @junglegirlrawr, i miss you too! "
1933058672,kabutar,"@mycellar Hehe ok  Just fyi, I don't mind or anything, was just a bit taken aback lol!"
1933058711,Morrica,"@katharotes Perhaps it's just as good, we don't want you to start gnawing away on your pillow while sleeping, could end badly "
1933058724,BeateMacPack311,@jordanknight my guess is 70% all over the world 
1933058861,teeeeeef,@Lygris id like to think so 
1933058883,KallieMusic,just saw star trek and totally loved it 
1933058949,_HypnotiX_,Today is the first day of the rest of my life  ... or was that last week ?!  hmmm
1933058967,Julesred90,http://twitpic.com/61gay - Yesterday I saw a double rainbow in front of my house 
1933058976,athenytas,going bed..  good night everyone
1933059002,priyarebecca,@sveda Wow ! sankeerthna is soooo grown up...... 
1933059041,zoeygh,@ElainaAvalos and when did the getting old thing happen anyway?!? remember the god ole days...well I barely remember ha! 
1933059073,Candice_Jo,@brooksbayne Have a good vacation sir!! 
1933059121,tanitan,@RobPattzNews ppl have been saying Michael A. is in italy w/ KS but a friend just saw him @ big boy's in burbank.thought id let you know. 
1933059157,Shrley31,@EllaPaigeBabe  so did you find one? that you liked.
1933059160,scarletmandy,@PinkBerryGirl \\i'll cross my fingers for u too! 
1933059193,sue1605,@beckham u are awsome david love u!! regards from malta which i know u have been here b4 
1933059304,CindeLyn,Zzzzz...bedtime.  Happy dreams everyone.
1933059309,tina5b5,http://twitpic.com/61gb0 - from: Silence of the Lambs  &quot;It rubs the lotion on it's skin or else it gets the hose again...&quot;
1933059324,ashattack2,@ShainaW hi shaina 
1933059355,Keilalala,"Damna damn, just got home, nice suite they got "
1933059388,scruz1979,@xrocksmama why thank you very much 
1933059391,MichaelMarti,im wearing my retainer now. on my way to a brighter smile 
1933059445,TierneyWhitney,"@theskorpion lol ! i kno what you mean, but you're really good @ it !  so, what's your new video about??"
1933059483,Pi3_FaiRy,Like if some1 is trying 2 persuadely force u 2 do sumthin that like fascinates em or makes em  when it's sumthin u rly don't want to do
1933059535,Jmeowerz,@jordanknight- i was there in sacramento ca! 
1933059592,jsleez,@Aashay ya ppl are really warm/open there. when i visit home i can't tell if i'm imagining how super nice people are.  yaaay
1933059651,wilfred,@dannyfoo @qwertyjuan @vernieman tomorrows meeting on... yes? got exciting stuff coming up  including one that goes &quot;ministry of ________&quot;
1933059661,PhilGreaney,"@warzabidul nah, I'm not going to work either and I was up this morning to walk my wife to the tram and get the newspaper "
1933059705,_santi,@oboymikee hi mikee i read your posts 
1933059727,paul_steele,@pamjob lol hi hope u r well 
1933059742,3CB,"@gishungwa Morning hun, hope you didn't munch too many calories this morning, yeah? "
1933059814,CGprogram,"Sincere thanks to @SageMcGreen, @AdamShake and @TwilightEarth for all the support for my new radio program. You guys are just the best! "
1933059875,TBTavares,So excited for tomorrow!!!!!! My daddy is taking me shopping all day tell I find the perfect dress!!! AAAHHHHHHH!! Im so excited!!!!!!!!! 
1933059986,ZByTheWay,"PS. i LOVE my followers  xoxo, Z"
1933059993,Rain4est,@CouchSurfingOri crater lake is awesomely beautiful...but it is sacred indian ground...can put off some heebie-jeebieness 
1933060008,BooBear0213,"This is vodka, drink responsibly. "
1933060035,sorchamorrigan,"@PegasusAngel @dannysgirlsg1 &quot;Good morning&quot; would be, sadly, most apt.  "
1933060128,Tinamariedesaro,just signed yp for twitter 
1933060140,myria101,@Strabismus um...since you asked nicely. 
1933060233,amysummer,I really need to get to sleep earlier... lol 
1933060263,KevinBlissett,"@principalspage  Ouch, that hurts. "
1933060269,Bopsicle,"@jordanknight yep, I went on March 17th to Greenville....had the time of my life, even if m&amp;g was kinda fast ;) love ya "
1933060290,KNicholeMusic,#unfollowdiddy FOLLOW ME!!!!!!!!! 
1933060314,asbuchanan,"@thecolorblue but if you're looking for a show to watch, The Office is the best "
1933060317,jannerieanne,All done with hw..super sleepy..night booski 
1933060371,StephaMikeSues,@mileycyrus What Movie Is It?! 
1933060424,lovelynangel,"@zendrous. dear, all the best on yr finals.. good luck!!! "
1933060538,PaMathey,Watched the end of the Miami/Cleveland game tonight.  Too bad the refs are so crappy &amp; it's turned into sloppy streetball.
1933060561,fridley,@MaraBG Be prepared for a long wait... 
1933060589,lexchandra,Instant Internet Marketing EMPIRE! + *BONUS* recoup your investment in 24 hours or less  http://megaredpacket.com/?&amp;aff_id=10596
1933060621,Fashion_Mary,Wanna have this bag  http://twitpic.com/61gb6
1933060632,CourtyNayBee,baha i bought my doggie a bright neon pink collar today... he looks too cute now  not that he didnt before 
1933060717,openhappiness,"@barnisa Aw, thank you! That is awesome to hear! Yah! "
1933060731,Scooter_Diva,@_peachykeen Why the spending ban? I'm supposed to be on a ban too...it's too hard with all the makeup goodies 
1933060758,VSalha,@lomeli09 lol of course 
1933060762,Mihnea,"@pyuric Congrats, good job, many happy returns - now let's see what the next 2 years will look like "
1933060919,lovinglifelady,@twochix1 Thanks for the #tweetsista luv.   Needed it today!    Blessings to you!
1933060957,Tessering,"Ok, I'll stop now "
1933060968,jasonsbradshaw,is excited by my new survey tool 
1933060974,Mirna023,@jordanknight It has to be a good number...everyone talks about the shows here. We all LOVE them and can't wait for more. 
1933061082,mama2katiebeth,"is going to bed, I'll have to explore the big world of Twitter more tomorrow. Good night all! "
1933061084,pinnaclepursuit,no more links - done &quot;digging&quot; for the night 
1933061139,riseagainstchic,star trek was sooo freaking awesome! 
1933061257,shalombook,"@vibhushan  Congratulations on being my 1st non-spam , non-bot , twitter follower "
1933061265,Minhuahahaha,Hello everybody!!! I just woke up and ate lunch! 
1933061338,Tidus,@fkuu ...why wouldn't it be?  
1933061371,wazzupmagazine,Tropicana! We recommend for heavy cold and flu.. Says the Editor! 
1933061405,zoeyjordan,@jessewatson1 y'all act like we haven't discussed meatloaf cupcakes before...c'mon!  @shandrab
1933061532,Nataya_XD,and it works 
1933061572,wiredmusician,@jstbee  heart heart. xoxo. smiley face. &quot;twitter five!&quot;
1933061645,denderello,"@Bumi you've been to berlin, too? I'm back since yesterday. "
1933061651,liindsey,"@askheychrissy No, this one was a beast. It could've eaten Henry. But don't worry...I smooshed him! "
1933061680,youarentchris,shit shit shit shit! best news i've gotten in so long 
1933061705,monica_mayhem87,At home gettin my grub on and watching flaor of love 
1933061740,hopeinhell,@sicsicsic wow your mind goes places mine clearly doesn't.. i'ma invite you to some of these meetings down here.. 
1933070766,razaeletan,@IzaArtillero thank you! I think she'll be @ Trilogy too. I'll see her there as well 
1933070814,angelaa9,"nappy time, then hustla time  haha."
1933070816,SarahStewart,@gabsi LOL We must introduce our daughters to each other - mine says similar to me  
1933070853,nandsnyou,Returned from YES!++. It was awesome. 
1933070866,sun3shine,@dannamakeup hey girl. hope da kids are doing better!!!! don't 4get to tweet every once n again. 
1933070984,WhyPR,@dreem sure no problem  enjoy! i deeewww lol!
1933071057,rnewbury,@Chipper03pb so when we have children they're going to keep my last name?  haha
1933071066,TeyaNoelle,Loving Life @ the Moment 
1933071078,TJSilver,@ Youtube 
1933071126,coreyskort,Old people are like slinkies...they're pretty much useless... but you can't help ut laugh when one falls down thr stairs  JK lol  
1933071132,AnasaNaturals,Good Night Tweople! Tweet with you all tomorrow! 
1933071160,Indica22,@jordanknight yah anywhere between 75 and 79% 
1933071221,tfserna,@tfserna probably both... though today I overslept... by this house (with two kids) standards.... 
1933071315,juscallmejordyn,"oh la la! ten followers. genuinely excitedd! @reply me and direct message me! i'll talk to you back. questions, comments, concerns. haha "
1933071501,dropsofsun,@crowgirl76 @cindymcoles.... on a brighter note I finally found a CG store with cloves...not vanilla but it's a start 
1933071504,keniuh17,@thomasfiss haha oh god thomas this is pretty funny 
1933071507,HilDancelove,good morning 
1933071525,PaytonHeaney,@mileycyrus I love that movie 
1933071663,Dann_O,@hellooosara I need to do mine! I actually WANT to go back to school 
1933071730,JeremyCShipp,"@Andrew_Wolter Thanks very much, Andrew! "
1933071752,leatherzebra,"Oh, and 3258 word written today. "
1933071804,bismark,home now. make sure to watch anand chandrasekher's keynote at next week's computex.  i'm the one who set up and tested the demo machines. 
1933071836,krhodes69,"If Christ dewell within you, you will always and forever have an everlasting smile from the inside to the out, God Bless "
1933071873,JaysonJPhillips,@PS_Michelle good night 
1933071892,fibenymph,@JustMarriedUs Best of luck! It's Tivo'd 
1933071896,Oracl,@peon374 Agree totally!! 
1933071930,unaznn,"@suenguyenn pfft, you are funny  ! but oh dang, we're so screwed tomorrow "
1933071953,KissableQOM,goodd night my fellowwww tweeters!!!! good day today  write me muahhZ rtorres@ke-designz.com
1933071961,KikyParaFan,im stuck in paramore.net  yes i am pretty obsessed 
1933071974,mattiezach,is in class on a wednesday and actually feeling pretty damn happy  But i've to rush off to two different places tonight. Stupidshit.
1933071976,Christiegarcia,@stephenkruiser NIght my friend! Sweet Dreams!  God Bless You!!
1933072044,gwenniie,"@jellyneo I'm not sure, sorry D: Welcome to Twitter though!  I use Twitbin - tis handy."
1933072181,Lygris,@TheIrishGuy @Chadfu Good night!!! 
1933072187,mashinater,"Finally finished a 13 hour shift at work, off for a run with @AndyColourbase then bed and my last shift tonight before 7 days off "
1933072278,neg2led,"@decryption one thing telstra do have is an excellent network. They're not a bad carrier, they're just espensive "
1933072282,stephenjulian,"@__stephanielynn don't worry none taken, i confuse myself all the time  my breed is gorgeous but stupid. i dont get it"
1933072320,DannysUltimatum,"@LisaMurray i am psycho.  lol jk Lisa, one day... just for you... I will take the most perfect happy Danny picture that ever existed. lol"
1933072328,remiz,3tera - Cloud computing for web applications http://3tera.com. #datacenter coming soon in India too 
1933072339,Sammie_x3,"Just found out I might be seeing @TiffanyGiardina in June. Two days after my birthday, I'm so excited  &lt;3"
1933072450,dumbblondekt,haveing a fun night with lizzie 
1933072466,iamtimkim,I wish I had an editor to hand any I write to. Even this Twitter post and AIM away messages. Anyone interested? 
1933072502,ShayAlyse,my attempt at homemade sauce failed... but overall my evening has been wonderful 
1933072607,Rewa_,Something special about this day. Good morning everyone 
1933072672,anomalist,@junkyardmessiah I'm sure you have better sense than to go over to random twitterer's homes.  Goodnight.
1933072693,bcgibson,"Even though I stay up late watching TV, it's not that bad.  I just can't get enough of the Discovery Channel and Nat Geo "
1933072710,Joyce8826,@Lizzidoll its cool. Lol. And damn they really are keeping it close. Lol. Btw nice meeting you at Yale. 
1933072716,Tyna04,Pretty Ricky you Top Blokes...  -------- Hilarious MaaaFukkazzzz.... LMAO
1933072764,nileshtrivedi,@arpit105 whoa! 
1933072770,JimDayTV,"@ANDREADAY1 I just read about you, you are quite impressive. But you have me curious, why follow me?  "
1933072805,Quimo,Okay Good Knight Twitter World Hubby time 
1933072843,moncherietrange,@hayGuyz just slightly. 
1933072894,indieallstar,Just come back from my girlfriend house 
1933072900,cjaye18,im like 120 hours past my bedtime thanks to the atl trip. goodnight tweethearts 
1933072930,jess_cahhh,@cherrychpstkluv that song is wierd. Ha. But hey hey hey. Imagine lauras index finger. Hahahahah 
1933072935,ryousake,@tamelle Anytime!  I try to keep it fun in a boring sort of way!  Conversation is always the best   Thanks for coming and Happy B-day!
1933072940,steffie526,My birthday went smoothly 
1933072941,punslingerr,"@dannysgirlsg1 Sorry, I'm just goofing with you.  I've seen all THREE movies."
1933072952,BaggyBoy77,@PeterJWestwick he he just horny boiz =0) join in? 
1933073042,thenewbnb,@prateekgupta morning!! not too late  i just got here hehe 
1933073043,lookingfromside,"@aminorjourney WOOT!!  Super exciting!!!    Hope all goes wonderfuly well... remember, they expect you to be human.  ;)"
1933073090,Dehara,@biiilll haha I'm not scared i just respect him  http://myloc.me/1MRv
1933073098,sintija_happy,this friday my school ends and i will have 3 free months. I don't now what i will do 
1933073112,lisahughey,Am I the only mom who gets a thrill when her kids stay up late to read? I LOVE it when they can't put a book down 
1933073197,leyeaaah,@notbianca I have my gum right here.  Finish your article and go to CS tonight! 
1933073232,renaessance,"@perpetualspiral  Aw, thanks lady! I was just curious if they were takin' care of you.  It's good to know folks there have resources. "
1933073327,fleurybanery,@planetrobsite lol...its a win/win situation 
1933073337,kewlwhip,A BIG Happy Birthday goes out to @dream_mancer ... she is really old! I will start investing in a grave plot for her b-day present! 
1933073364,CharleighD,I'm super excited for the tea party! 
1933073398,clark_mitchell,@alydenisof  I hear ya there. Quite the blow to the stomach today. But I am happy to see that people aren't giving up. That gives hope. 
1933073462,bookworm730,"@kaitlynwithakay oh, btw, love your new hair cut as well. "
1933073512,sydeshow,Well damn the twitter peer pressure! I got my one song in and now I'm heading home... thanks for making me make an ass outta myself 
1933073587,cinna665,loves reading Kevin Smith's funny updates 
1933073630,StephanieAlston,"I've got my happy face back...for now.Nighty,Night!Don't forget to say your prayers "
1933073844,emmarose903,@PandaMayhem  I'm hoping that maybe i'll get to be a book drive volunteer.
1933073870,JordanPandaaa,"Sweet, The Dear Hunter is fucking awesome "
1933073964,TechWraith,Just wrote some pretty cool regex with @elizabethcb for a new project that @oscargodson and I are working on 
1933074042,sammykay09,"@alydenisof of all the tweets today with similar sentiments, yours was my by far my favorite...straight forward and polite "
1933074095,imseanhennessey,"Hanging out in Kingston, Tennessee with my dudes, glad to be in a band of friends "
1933074134,SusieMariex3,@johnny_blaze420 aww thnks 
1933074137,mnphysicist,@mightyohm too funny  and those were likely some pretty early transistors too
1933074156,kamiNcali,@ladyspeaker just realized you might not have meant that 
1933074162,ImaPacifist,@esmeg ya to much free time lol. that was ex dog with the pretty boy buju. did you see the orchid porn she is the love of my life 
1933074203,jessikav,im eating a salad. its pretty yumi 
1933074205,CharlotteRA,you are what you want to be 
1933074242,syafique,"@kevinzahri for that area, it IS amazing! hahah! "
1933074283,Mia_R,"@LstInTheSeeThru Oh Bobbi, and what i replied to Chris was &quot;boy's night out huh? sounds like fun!&quot;  crap! i encouraged them! LOL"
1933074305,Scharleth,And the fire is lit... I am awake... Im ready!!! 
1933074334,blogofinnocence,"@Lanecat2 no problem, there are many of us "
1933074344,clparkerson,Leave it to my dog to be a fan of imported Brie... like daddy like puppy 
1933074362,wpstudios,@zilch lol true  but I just realized late that I didn't had said &quot;morning&quot; 
1933074398,forgotusername,@zeet75 Awww... Thanks! 
1933074428,RyanBlackPDX,At the library... wow I'm cool 
1933074436,tshore1023,"@RickRReed sorry was trying to be lol and didn't work, apologies, no offense intended "
1933074497,Sary_Fernandez,"@John_Fogerty The other clips are from BigOldGator�s 50th B-Dayparty. You know him, his wife Martina &amp; Svenja. He is a Million Miler "
1933074505,chessy123,I'm addicted to music.  Pretty much 
1933074533,p_stampy,@danderson00 you can go home in an hour from now.. unlike me.. 15 mins 
1933083115,DearEllish,My last schoolday this week 
1933083173,briankeith229,looking forward to finding a new place to live; it's been a few months in the same place &amp; that seems to be my cutoff 
1933083180,nikimae,@jessicfor Saw your tweet and had to open iTunes and listen  I love that movie!
1933083187,elysem12,had a great day at six flags! no lines 
1933083258,taraw07,"@LiZAmtl @bethie138 @Etown_Jenn Yes GEEZ...you make it hard, BUT still not cracking  unless I win the lottery then its on! LOL"
1933083260,shingo42,"But I accept advices, or solutions "
1933083287,NnighTmarezZ,"is unsure of how much to bid on for products, but is hoping i have enough  gotta earn more"
1933083359,TheKyleLambert,@MatthewCWhite mmmmmmmuuuah!!!  I &lt;3 you lil terminator!
1933083371,aimeered18,reading harry potter and the half-blood prince 
1933083395,fomw,@kir5ty Don't blink. Don't even blink. 
1933083398,DustinUrbanski,@_Michelle_Berg_ aww cutie from way back 
1933083410,nickforge,@decryption So there _is_ a reason that otherwise sane people sign up with Telstra... 
1933083469,ryanlrussell,"@hellnbak So the religions all agree on something, but not you, eh? "
1933083499,claudg,@mileycyrus come to Per�!!!!!!! 
1933083514,twilight_x3,CHK CHK booooom. look it up on YouTube. 
1933083593,botolo86,really excited about http://www.tellaworld.com ! Spread the word 
1933083757,normaltusker,"@Netra @shefaly all women are experts when it comes to picking clothes, specifically for themselves! "
1933083819,ElvieGPR,Officially been up for 21 hours good night... 
1933083850,KiwiBeck,@jordanknight Probably 95% 
1933083874,Hanfransisco,"today was a good day. tomorrow will be, too. "
1933083894,AshesOfLilies,@robertd_16 to hard to explain on here soz.. will blog it instead later k im good tho now  hru?
1933083915,shih_wei,@MarkMizuno @michellegamboa Great chatting with you! Thanks for letting me park at your table for a while. 
1933084006,Brooke_vfcbabii,@thomasfiss Wow my dear. You sure are something else!  Lol! Oh! Guess what! I got your individual t-shirt from cinsay.com!! 
1933084009,jaymcgavren,@tombombadil The pointy-haired Scrum Master:  http://bit.ly/2ZY66
1933084103,BeachMomof2,"@SandiNJ  Yeah, who would have thought that, certainly not me for sure!  Thanks for looking him up and sending me that link!  "
1933084235,ReneeBarber,@karenmorris Thanks for the tip. I'll have a listen to some of her extracts and see if I find anything new. 
1933084244,albertkelly,@crystale hi crystale and nussy!!!! My name's al! 
1933084248,edgeline,@djmaxgray ??  ???????????? 
1933084308,jennytnguyen,wassup my fellow twitterers? how's everyone? (expecting a reply) 
1933084461,gennin27,i need to learn how to speak korean!! 
1933084505,amittizzle,reading and sleeping. again. 
1933084516,aworkingtitle,@bookishnerd That happens a lot at our house with a two year old around.  We're on Return of the Jedi and I think it's my favorite. Yours?
1933084532,thesummersnow,@SmilesFoYouu89 Good night 
1933084644,therealsavannah,new interview with @Official_TJCA right b4 debby's party! http://bit.ly/q1PZV    those girls were so sweet.
1933084659,kittykatgoddess,"Eating pastele and beef stew at jackie's. Yum! Yes, I always talk about food. "
1933084712,restenergy,Already having trouble controlling my excitement for my upcoming trip... 9 days until 
1933084749,PinkNGreenJewel,@dagreatest3 dont feel lonely up here....im up here  you just have to get on it more
1933084756,cnicoleprgirl,@triplemj91 signing up now so I can chat with you 
1933084793,blutosolive,"Apparently, 10 out of 8 people have trouble with math. Heard that, dad?  #fb"
1933084812,aldenpolicar,eating menudo. my favorite! yum-yum. 
1933084819,ameythakur,@MallikaLA Hisss trailer on your website is awesome!!! awaiting for the movie now 
1933084893,Tammy24_7,Is excited about the CT book fair even though it's not even June yet. 
1933084916,CharlesHair,Sleeping. Forcing myself up early to take a run. New lifestyle starts in 4 hours 
1933084946,dreamarie03,@LuckyLibra101 i dont kno u bt tha shit ur sayin is real talk...some are cool bt others?...i'ma save my $9.99 for some otha shit. Fuqk em 
1933085063,firetown,@MATT_369 Somebody needs to have a talk with her 
1933085098,_AlexaJordan,I have total JBF hair and makeup  and it's awesome.
1933085140,lilmisslauralou,just made a new slideshow 
1933085161,hpdrrglover,Lauren gibson is.... Da da da..... *FUTURE LSMSA STUDENT* YAY!!! Now where's my prize?? 
1933085255,prateekgupta,@crazytwism Marning Sar!! How are you 
1933085286,Courtney_0_o,I love that ruthann is my bestie and does stuff for me 
1933085339,blackarazzi,@LetoyaTG thanks babes.  I try  I will be so blacklisted before i even make my first film LOL!
1933085342,Even_More_True,Is lactose intolerant. Just noticed. I only like soymilk anyway. 
1933085388,jackielouise22,got some work done 
1933085391,epcotx,"@denisefarabee  @GodChaserHank   With warm gratitude!  Thank you for your kind  friendship, fellow Twitterers! "
1933085397,hxccuddler,Reading pride &amp; prejudice    
1933085398,iNeedDatDay26,@RaDollasHpc scratch club prime...club eden is where its at 
1933085434,keithfries,@TaazKareem @OdisG Glad you thought it was funny. 
1933085448,arnelrosales,searching about ISABELA ... 
1933085460,tropical_life,"going  to s&amp;r alabang, craving for combo pizza and blue bunny cookie dough ice cream. "
